,species,from,date,qty,1kg price,year,month,day
33994,(선)삼치,부산(기장),2011.08.15,55.0,909.09,2011,08,15
33995,(선)삼치,포항,2011.08.15,43.0,5000.0,2011,08,15
33996,(선)삼치,부산(기장),2011.08.15,30.0,700.0,2011,08,15
33997,(선)삼치,여수,2011.08.15,420.0,3270.0,2011,08,15
33998,(선)삼치,삼천포,2011.08.15,735.0,2200.0,2011,08,15
33999,(선)삼치,여수,2011.08.15,660.0,3200.0,2011,08,15
34000,(선)삼치,삼천포,2011.08.15,10.0,4400.0,2011,08,15
34001,(선)삼치,삼천포,2011.08.15,67.5,5000.0,2011,08,15
34002,(선)삼치,여수,2011.08.15,700.0,3910.0,2011,08,15
34003,(선)삼치,여수,2011.08.15,20.0,1000.0,2011,08,15
34004,(선)삼치,여수,2011.08.15,100.0,4000.0,2011,08,15
34005,(선)삼치,강구,2011.08.15,29.5,4000.0,2011,08,15
34006,(선)삼치,여수,2011.08.15,480.0,4000.0,2011,08,15
34007,(선)삼치,삼천포,2011.08.15,15.0,1333.33,2011,08,15
34008,(선)삼치,강구,2011.08.15,57.9,5000.0,2011,08,15
34009,(선)삼치,삼천포,2011.08.15,40.0,2500.0,2011,08,15
34010,(선)삼치,통영,2011.08.15,1730.0,3130.0,2011,08,15
34011,(선)삼치,강구,2011.08.15,102.5,4500.0,2011,08,15
34012,(선)삼치,여수,2011.08.15,80.0,4000.0,2011,08,15
34013,(선)삼치,삼천포,2011.08.15,170.0,5000.0,2011,08,15
34017,(선)삼치,삼천포,2011.08.16,600.0,2300.0,2011,08,16
34018,(선)삼치,통영,2011.08.16,240.0,2500.0,2011,08,16
34020,(선)삼치,통영,2011.08.16,1430.0,1000.0,2011,08,16
34021,(선)삼치,포항,2011.08.16,23.5,5000.0,2011,08,16
34022,(선)삼치,여수,2011.08.16,320.0,3500.0,2011,08,16
34023,(선)삼치,여수,2011.08.16,290.0,3470.0,2011,08,16
34024,(선)삼치,여수,2011.08.16,10.0,1000.0,2011,08,16
34025,(선)삼치,삼천포,2011.08.16,10.0,1500.0,2011,08,16
34026,(선)삼치,통영,2011.08.16,15.0,3333.33,2011,08,16
34028,(선)삼치,여수,2011.08.16,90.0,3170.0,2011,08,16
34029,(선)삼치,통영,2011.08.16,340.0,3510.0,2011,08,16
34030,(선)삼치,통영,2011.08.16,4350.0,2140.0,2011,08,16
34031,(선)삼치,통영,2011.08.16,240.0,2500.0,2011,08,16
34033,(선)삼치,여수,2011.08.16,132.0,4000.0,2011,08,16
34034,(선)삼치,여수,2011.08.16,30.0,3500.0,2011,08,16
34035,(선)삼치,통영,2011.08.16,140.0,500.0,2011,08,16
34037,(선)삼치,삼천포,2011.08.17,2600.0,2000.0,2011,08,17
34038,(선)삼치,강구,2011.08.17,32.8,5800.0,2011,08,17
34039,(선)삼치,포항,2011.08.17,42.8,5800.0,2011,08,17
34040,(선)삼치,통영,2011.08.17,410.0,2130.0,2011,08,17
34041,(선)삼치,여수,2011.08.17,940.0,3000.0,2011,08,17
34042,(선)삼치,여수,2011.08.17,250.0,2840.0,2011,08,17
34043,(선)삼치,통영,2011.08.17,272.0,2500.0,2011,08,17
34044,(선)삼치,여수,2011.08.17,50.0,5000.0,2011,08,17
34046,(선)삼치,삼천포,2011.08.17,484.0,300.0,2011,08,17
34048,(선)삼치,여수,2011.08.17,160.0,2000.0,2011,08,17
34049,(선)삼치,여수,2011.08.17,140.0,2370.0,2011,08,17
34050,(선)삼치,통영,2011.08.17,592.0,2500.0,2011,08,17
34051,(선)삼치,통영,2011.08.17,840.0,2200.0,2011,08,17
34052,(선)삼치,통영,2011.08.17,192.5,4000.0,2011,08,17
34053,(선)삼치,삼천포,2011.08.17,40.0,2000.0,2011,08,17
34054,(선)삼치,삼천포,2011.08.17,300.0,330.0,2011,08,17
34055,(선)삼치,통영,2011.08.17,2910.0,2090.0,2011,08,17
34056,(선)삼치,여수,2011.08.17,430.0,2000.0,2011,08,17
34057,(선)삼치,통영,2011.08.17,40.0,500.0,2011,08,17
34058,(선)삼치,삼천포,2011.08.17,3312.0,283.33,2011,08,17
34059,(냉)삼치,부산(기장),2011.08.17,1000.0,2500.0,2011,08,17
34060,(선)삼치,삼천포,2011.08.18,1190.0,2200.0,2011,08,18
34061,(선)삼치,통영,2011.08.18,20.0,500.0,2011,08,18
34063,(선)삼치,여수,2011.08.18,10.0,2000.0,2011,08,18
34064,(선)삼치,통영,2011.08.18,1920.0,2060.0,2011,08,18
34065,(선)삼치,여수,2011.08.18,10.0,2000.0,2011,08,18
34066,(선)삼치,여수,2011.08.18,400.0,2500.0,2011,08,18
34067,(선)삼치,여수,2011.08.18,580.0,2000.0,2011,08,18
34068,(선)삼치,여수,2011.08.18,880.0,2010.0,2011,08,18
34070,(선)삼치,여수,2011.08.18,1040.0,2820.0,2011,08,18
34071,(냉)삼치,부산(기장),2011.08.18,750.0,3000.0,2011,08,18
34072,(선)삼치,삼천포,2011.08.19,3850.0,2100.0,2011,08,19
34073,(선)삼치,여수,2011.08.19,820.0,3140.0,2011,08,19
34074,(선)삼치,여수,2011.08.19,170.0,3030.0,2011,08,19
34075,(선)삼치,여수,2011.08.19,160.0,2200.0,2011,08,19
34076,(선)삼치,통영,2011.08.19,54.0,1294.44,2011,08,19
34078,(선)삼치,여수,2011.08.19,600.0,2700.0,2011,08,19
34079,(선)삼치,통영,2011.08.19,800.0,2200.0,2011,08,19
34081,(선)삼치,남해,2011.08.19,300.0,1800.0,2011,08,19
34083,(선)삼치,통영,2011.08.19,850.0,1940.0,2011,08,19
34084,(선)삼치,삼천포,2011.08.19,10.0,2200.0,2011,08,19
34085,(선)삼치,여수,2011.08.19,620.0,2360.0,2011,08,19
34086,(냉)삼치,마산,2011.08.19,5600.0,2500.0,2011,08,19
34087,(냉)삼치,부산(기장),2011.08.19,2550.0,2726.67,2011,08,19
34088,(냉)삼치,마산,2011.08.19,1250.0,2852.0,2011,08,19
34089,(냉)삼치,마산,2011.08.19,2400.0,2000.0,2011,08,19
34090,(냉)삼치,부산(기장),2011.08.19,1000.0,3000.0,2011,08,19
34091,(선)삼치,삼천포,2011.08.20,5110.0,1680.0,2011,08,20
34092,(선)삼치,여수,2011.08.20,3184.0,2500.0,2011,08,20
34093,(선)삼치,여수,2011.08.20,490.0,4730.0,2011,08,20
34094,(선)삼치,여수,2011.08.20,2300.0,2230.0,2011,08,20
34095,(선)삼치,삼천포,2011.08.20,55.5,3000.0,2011,08,20
34096,(선)삼치,여수,2011.08.20,750.0,2890.0,2011,08,20
34097,(선)삼치,여수,2011.08.20,30.0,3670.0,2011,08,20
34098,(선)삼치,여수,2011.08.20,10.0,2500.0,2011,08,20
34100,(선)삼치,여수,2011.08.20,280.0,5170.0,2011,08,20
34101,(선)삼치,통영,2011.08.20,950.0,1570.0,2011,08,20
34102,(선)삼치,여수,2011.08.20,180.0,1333.33,2011,08,20
34103,(선)삼치,여수,2011.08.20,310.0,4660.0,2011,08,20
34104,(선)삼치,여수,2011.08.20,20.0,5500.0,2011,08,20
34105,(선)삼치,통영,2011.08.20,540.0,1500.0,2011,08,20
34106,(선)삼치,삼천포,2011.08.20,105.0,3440.0,2011,08,20
34107,(선)삼치,여수,2011.08.20,16.0,687.5,2011,08,20
34108,(냉)삼치,부산(기장),2011.08.20,1000.0,4500.0,2011,08,20
34109,(냉)삼치,부산(기장),2011.08.20,1060.0,3000.0,2011,08,20
34111,(선)삼치,강구,2011.08.22,6.0,5000.0,2011,08,22
34113,(선)삼치,여수,2011.08.22,600.0,3570.0,2011,08,22
34114,(선)삼치,여수,2011.08.22,15.0,1000.0,2011,08,22
34115,(선)삼치,여수,2011.08.22,480.0,2250.0,2011,08,22
34116,(선)삼치,여수,2011.08.22,28.7,5800.0,2011,08,22
34118,(선)삼치,삼천포,2011.08.23,4440.0,2700.0,2011,08,23
34119,(선)삼치,통영,2011.08.23,945.0,1800.0,2011,08,23
34120,(선)삼치,삼천포,2011.08.23,315.0,2666.67,2011,08,23
34121,(선)삼치,여수,2011.08.23,10.0,1500.0,2011,08,23
34122,(선)삼치,삼천포,2011.08.23,140.0,2857.14,2011,08,23
34123,(선)삼치,여수,2011.08.23,100.0,3000.0,2011,08,23
34124,(선)삼치,여수,2011.08.23,370.0,3520.0,2011,08,23
34126,(선)삼치,삼천포,2011.08.23,240.0,3000.0,2011,08,23
34127,(냉)삼치,부산(기장),2011.08.23,3150.0,3000.0,2011,08,23
34131,(선)삼치,삼천포,2011.08.24,690.0,2550.0,2011,08,24
34133,(선)삼치,여수,2011.08.24,410.0,1000.0,2011,08,24
34134,(선)삼치,여수,2011.08.24,550.0,3000.0,2011,08,24
34136,(선)삼치,여수,2011.08.24,210.0,2700.0,2011,08,24
34137,(선)삼치,통영,2011.08.24,100.0,4000.0,2011,08,24
34138,(선)삼치,통영,2011.08.24,1600.0,2700.0,2011,08,24
34139,(선)삼치,통영,2011.08.24,2810.0,2590.0,2011,08,24
34140,(선)삼치,여수,2011.08.24,300.0,2700.0,2011,08,24
34141,(냉)삼치,부산(기장),2011.08.24,2120.0,4150.0,2011,08,24
34142,(냉)삼치,부산(기장),2011.08.24,2610.0,3055.56,2011,08,24
34150,(선)삼치,삼천포,2011.08.25,30.0,3500.0,2011,08,25
34151,(선)삼치,여수,2011.08.25,1800.0,3290.0,2011,08,25
34152,(선)삼치,삼천포,2011.08.25,396.0,4166.67,2011,08,25
34153,(선)삼치,여수,2011.08.25,140.0,1000.0,2011,08,25
34154,(선)삼치,삼천포,2011.08.25,70.0,1000.0,2011,08,25
34155,(선)삼치,여수,2011.08.25,210.0,4960.0,2011,08,25
34156,(선)삼치,여수,2011.08.25,320.0,1000.0,2011,08,25
34157,(선)삼치,통영,2011.08.25,100.0,2500.0,2011,08,25
34158,(선)삼치,통영,2011.08.25,16.0,2500.0,2011,08,25
34159,(선)삼치,삼천포,2011.08.25,30.0,1200.0,2011,08,25
34160,(냉)삼치,부산(기장),2011.08.25,500.0,2700.0,2011,08,25
34161,(선)삼치,삼천포,2011.08.26,60.0,3200.0,2011,08,26
34162,(선)삼치,삼천포,2011.08.26,16.0,2500.0,2011,08,26
34163,(선)삼치,여수,2011.08.26,90.0,4000.0,2011,08,26
34164,(선)삼치,삼천포,2011.08.26,150.0,4960.0,2011,08,26
34165,(선)삼치,삼천포,2011.08.26,170.0,3200.0,2011,08,26
34166,(선)삼치,통영,2011.08.26,500.0,3750.0,2011,08,26
34167,(선)삼치,통영,2011.08.26,260.0,3960.0,2011,08,26
34168,(선)삼치,통영,2011.08.26,180.0,4666.67,2011,08,26
34169,(선)삼치,삼천포,2011.08.26,10.0,3200.0,2011,08,26
34170,(선)삼치,여수,2011.08.26,100.0,1200.0,2011,08,26
34171,(선)삼치,여수,2011.08.26,90.0,3666.67,2011,08,26
34172,(선)삼치,여수,2011.08.26,80.0,1500.0,2011,08,26
34174,(선)삼치,삼천포,2011.08.27,500.0,4000.0,2011,08,27
34175,(선)삼치,삼천포,2011.08.27,90.0,4286.67,2011,08,27
34176,(선)삼치,여수,2011.08.27,300.0,2460.0,2011,08,27
34177,(선)삼치,삼천포,2011.08.27,192.0,4166.67,2011,08,27
34178,(선)삼치,여수,2011.08.27,120.0,2000.0,2011,08,27
34179,(선)삼치,여수,2011.08.27,96.0,5341.67,2011,08,27
34181,(선)삼치,여수,2011.08.27,120.0,1933.33,2011,08,27
34182,(선)삼치,삼천포,2011.08.27,15.0,4400.0,2011,08,27
34183,(선)삼치,삼천포,2011.08.27,890.0,3000.0,2011,08,27
34185,(선)삼치,삼천포,2011.08.27,30.0,4000.0,2011,08,27
34186,(선)삼치,여수,2011.08.27,2800.0,4000.0,2011,08,27
34187,(선)삼치,삼천포,2011.08.27,15.0,3000.0,2011,08,27
34188,(냉)삼치,부산(기장),2011.08.27,100.0,5800.0,2011,08,27
34189,(냉)삼치,부산(기장),2011.08.27,750.0,3000.0,2011,08,27
34190,(냉)삼치,부산(기장),2011.08.27,450.0,2666.67,2011,08,27
34191,(냉)삼치,부산(기장),2011.08.27,990.0,2850.0,2011,08,27
34193,(선)삼치,삼천포,2011.08.29,2740.0,3230.0,2011,08,29
34194,(선)삼치,삼천포,2011.08.29,48.0,1250.0,2011,08,29
34195,(선)삼치,여수,2011.08.29,80.0,3250.0,2011,08,29
34196,(선)삼치,통영,2011.08.29,816.0,3437.5,2011,08,29
34197,(선)삼치,여수,2011.08.29,3290.0,2850.0,2011,08,29
34198,(선)삼치,삼천포,2011.08.29,468.0,2916.67,2011,08,29
34201,(선)삼치,삼천포,2011.08.29,264.0,3750.0,2011,08,29
34202,(선)삼치,여수,2011.08.29,50.0,3200.0,2011,08,29
34203,(선)삼치,통영,2011.08.29,32.0,3750.0,2011,08,29
34204,(선)삼치,통영,2011.08.29,650.0,3080.0,2011,08,29
34205,(선)삼치,통영,2011.08.29,980.0,2645.0,2011,08,29
34206,(선)삼치,삼천포,2011.08.29,360.0,4583.33,2011,08,29
34207,(선)삼치,통영,2011.08.29,900.0,3300.0,2011,08,29
34208,(선)삼치,삼천포,2011.08.29,150.0,3200.0,2011,08,29
34212,(선)삼치,통영,2011.08.30,10.0,1000.0,2011,08,30
34213,(선)삼치,여수,2011.08.30,200.0,3300.0,2011,08,30
34214,(선)삼치,통영,2011.08.30,1030.0,3040.0,2011,08,30
34215,(선)삼치,삼천포,2011.08.30,12.0,4166.67,2011,08,30
34216,(선)삼치,통영,2011.08.30,200.0,1000.0,2011,08,30
34217,(선)삼치,여수,2011.08.30,40.0,1750.0,2011,08,30
34218,(선)삼치,통영,2011.08.30,10.0,1000.0,2011,08,30
34219,(선)삼치,삼천포,2011.08.30,120.0,4590.0,2011,08,30
34220,(선)삼치,여수,2011.08.30,20.0,800.0,2011,08,30
34221,(선)삼치,여수,2011.08.30,70.0,1800.0,2011,08,30
34223,(선)삼치,여수,2011.08.30,60.0,1000.0,2011,08,30
34224,(선)삼치,삼천포,2011.08.30,588.0,3333.33,2011,08,30
34225,(냉)삼치,부산(기장),2011.08.30,150.0,3000.0,2011,08,30
34227,(선)삼치,통영,2011.08.31,20.0,1000.0,2011,08,31
34229,(선)삼치,여수,2011.08.31,23.4,5600.0,2011,08,31
34230,(선)삼치,통영,2011.08.31,10.0,3000.0,2011,08,31
34231,(선)삼치,여수,2011.08.31,20.0,300.0,2011,08,31
34232,(선)삼치,여수,2011.08.31,450.0,460.0,2011,08,31
34234,(선)삼치,통영,2011.08.31,1200.0,3813.33,2011,08,31
34235,(선)삼치,통영,2011.08.31,555.0,3933.33,2011,08,31
34237,(선)삼치,통영,2011.08.31,10.0,800.0,2011,08,31
34238,(선)삼치,통영,2011.08.31,390.0,3500.0,2011,08,31
34239,(선)삼치,여수,2011.08.31,60.0,250.0,2011,08,31
34240,(냉)삼치,부산(기장),2011.08.31,750.0,2000.0,2011,08,31
34241,(냉)삼치,부산(기장),2011.08.31,750.0,3200.0,2011,08,31
34242,(냉)삼치,부산(기장),2011.08.31,750.0,2000.0,2011,08,31
34243,(냉)삼치,부산(기장),2011.08.31,300.0,3933.33,2011,08,31
34245,(선)삼치,삼천포,2011.09.01,70.0,3500.0,2011,09,01
34247,(선)삼치,삼천포,2011.09.01,10.0,1500.0,2011,09,01
34248,(선)삼치,강구,2011.09.01,30.0,200.0,2011,09,01
34250,(선)삼치,부산(기장),2011.09.01,675.0,2800.0,2011,09,01
34253,(선)삼치,남해,2011.09.01,490.0,300.0,2011,09,01
34254,(선)삼치,여수,2011.09.01,630.0,4300.0,2011,09,01
34255,(선)삼치,여수,2011.09.01,30.0,1000.0,2011,09,01
34256,(냉)삼치,부산(기장),2011.09.01,1872.0,3333.33,2011,09,01
34257,(냉)삼치,부산(기장),2011.09.01,600.0,5150.0,2011,09,01
34258,(냉)삼치,부산(기장),2011.09.01,500.0,3200.0,2011,09,01
34261,(선)삼치,삼천포,2011.09.02,1460.0,3800.0,2011,09,02
34263,(선)삼치,여수,2011.09.02,30.0,1330.0,2011,09,02
34264,(선)삼치,부산(기장),2011.09.02,450.0,3113.33,2011,09,02
34265,(선)삼치,통영,2011.09.02,240.0,1000.0,2011,09,02
34266,(선)삼치,삼천포,2011.09.02,255.0,3266.67,2011,09,02
34268,(선)삼치,삼천포,2011.09.02,145.5,4000.0,2011,09,02
34269,(선)삼치,통영,2011.09.02,200.0,4500.0,2011,09,02
34273,(선)삼치,삼천포,2011.09.02,179.0,4000.0,2011,09,02
34278,(냉)삼치,부산(기장),2011.09.02,500.0,3000.0,2011,09,02
34279,(냉)삼치,부산(기장),2011.09.02,850.0,3747.06,2011,09,02
34280,(냉)삼치,부산(기장),2011.09.02,900.0,2500.0,2011,09,02
34281,(냉)삼치,부산(기장),2011.09.02,750.0,3333.33,2011,09,02
34283,(냉)삼치,부산(기장),2011.09.02,750.0,2000.0,2011,09,02
34284,(냉)삼치,부산(기장),2011.09.02,750.0,2200.0,2011,09,02
34287,(선)삼치,삼천포,2011.09.03,1620.0,3560.0,2011,09,03
34288,(선)삼치,삼천포,2011.09.03,100.0,1000.0,2011,09,03
34289,(선)삼치,통영,2011.09.03,180.0,5000.0,2011,09,03
34290,(선)삼치,여수,2011.09.03,40.0,850.0,2011,09,03
34292,(선)삼치,여수,2011.09.03,140.0,800.0,2011,09,03
34293,(선)삼치,삼천포,2011.09.03,140.0,1000.0,2011,09,03
34294,(선)삼치,통영,2011.09.03,400.0,1000.0,2011,09,03
34296,(선)삼치,통영,2011.09.03,30.0,1500.0,2011,09,03
34298,(선)삼치,삼천포,2011.09.03,440.0,5820.0,2011,09,03
34299,(선)삼치,여수,2011.09.03,300.0,4000.0,2011,09,03
34300,(선)삼치,삼천포,2011.09.03,30.0,5000.0,2011,09,03
34301,(선)삼치,삼천포,2011.09.03,800.0,3000.0,2011,09,03
34302,(선)삼치,여수,2011.09.03,120.0,3000.0,2011,09,03
34304,(냉)삼치,부산(기장),2011.09.03,5400.0,2222.22,2011,09,03
34305,(냉)삼치,부산(기장),2011.09.03,400.0,5800.0,2011,09,03
34307,(냉)삼치,부산(기장),2011.09.03,900.0,2222.22,2011,09,03
34308,(냉)삼치,부산(기장),2011.09.03,170.0,2500.0,2011,09,03
34310,(선)삼치,삼천포,2011.09.05,440.0,4000.0,2011,09,05
34312,(선)삼치,통영,2011.09.05,10.0,5000.0,2011,09,05
34314,(선)삼치,삼천포,2011.09.05,60.0,4500.0,2011,09,05
34315,(선)삼치,여수,2011.09.05,180.0,3500.0,2011,09,05
34317,(선)삼치,여수,2011.09.05,50.0,1600.0,2011,09,05
34322,(선)삼치,통영,2011.09.06,540.0,4500.0,2011,09,06
34323,(선)삼치,통영,2011.09.06,50.0,1200.0,2011,09,06
34324,(선)삼치,여수,2011.09.06,570.0,4070.0,2011,09,06
34325,(선)삼치,강구,2011.09.06,40.0,5000.0,2011,09,06
34329,(냉)삼치,부산(기장),2011.09.06,1200.0,3080.0,2011,09,06
34330,(냉)삼치,부산(기장),2011.09.06,1800.0,4130.0,2011,09,06
34334,(선)삼치,강구,2011.09.07,350.0,400.0,2011,09,07
34336,(선)삼치,통영,2011.09.07,120.0,3000.0,2011,09,07
34337,(선)삼치,강구,2011.09.07,2000.0,300.0,2011,09,07
34338,(선)삼치,여수,2011.09.07,40.0,3000.0,2011,09,07
34339,(선)삼치,삼천포,2011.09.07,61.0,4800.0,2011,09,07
34340,(선)삼치,여수,2011.09.07,140.0,5260.0,2011,09,07
34344,(선)삼치,통영,2011.09.07,960.0,5800.0,2011,09,07
34346,(선)삼치,통영,2011.09.07,80.0,1500.0,2011,09,07
34347,(선)삼치,강구,2011.09.07,27.7,4500.0,2011,09,07
34349,(선)삼치,강구,2011.09.07,300.0,400.0,2011,09,07
34350,(선)삼치,통영,2011.09.07,1500.0,300.0,2011,09,07
34351,(냉)삼치,부산(기장),2011.09.07,61.1,4000.0,2011,09,07
34352,(냉)삼치,부산(기장),2011.09.07,720.0,3538.89,2011,09,07
34353,(냉)삼치,부산(기장),2011.09.07,1100.0,5000.0,2011,09,07
34354,(냉)삼치,부산(기장),2011.09.07,5400.0,2316.67,2011,09,07
34355,(냉)삼치,부산(기장),2011.09.07,200.0,5630.0,2011,09,07
34357,(선)삼치,삼천포,2011.09.08,90.0,1500.0,2011,09,08
34358,(선)삼치,삼천포,2011.09.08,80.0,1000.0,2011,09,08
34361,(선)삼치,강구,2011.09.08,1600.0,500.0,2011,09,08
34365,(선)삼치,여수,2011.09.08,80.0,4000.0,2011,09,08
34367,(선)삼치,부산(기장),2011.09.08,15.0,666.67,2011,09,08
34374,(선)삼치,삼천포,2011.09.08,140.0,500.0,2011,09,08
34375,(선)삼치,강구,2011.09.08,1110.0,500.0,2011,09,08
34377,(냉)삼치,부산(기장),2011.09.08,1650.0,4590.0,2011,09,08
34378,(냉)삼치,부산(기장),2011.09.08,200.0,5650.0,2011,09,08
34380,(선)삼치,강구,2011.09.09,10.0,500.0,2011,09,09
34387,(선)삼치,여수,2011.09.09,290.0,4290.0,2011,09,09
34388,(선)삼치,여수,2011.09.09,730.0,920.0,2011,09,09
34391,(선)삼치,강구,2011.09.09,2300.0,500.0,2011,09,09
34395,(선)삼치,여수,2011.09.09,70.0,4500.0,2011,09,09
34396,(선)삼치,여수,2011.09.09,560.0,4500.0,2011,09,09
34398,(선)삼치,여수,2011.09.09,40.0,2500.0,2011,09,09
34401,(선)삼치,여수,2011.09.09,90.0,1000.0,2011,09,09
34402,(선)삼치,강구,2011.09.09,1220.0,500.0,2011,09,09
34403,(선)삼치,여수,2011.09.09,120.0,880.0,2011,09,09
34404,(냉)삼치,부산(기장),2011.09.09,750.0,3000.0,2011,09,09
34405,(냉)삼치,부산(기장),2011.09.09,2300.0,5600.0,2011,09,09
34407,(선)삼치,삼천포,2011.09.10,60.0,3500.0,2011,09,10
34411,(선)삼치,여수,2011.09.10,50.0,1500.0,2011,09,10
34412,(선)삼치,삼천포,2011.09.10,53.0,4500.0,2011,09,10
34413,(선)삼치,여수,2011.09.10,110.0,2000.0,2011,09,10
34416,(선)삼치,통영,2011.09.10,10.0,5000.0,2011,09,10
34417,(선)삼치,여수,2011.09.10,80.0,1500.0,2011,09,10
34418,(선)삼치,통영,2011.09.10,150.0,800.0,2011,09,10
34421,(선)삼치,여수,2011.09.10,130.0,3000.0,2011,09,10
34425,(선)삼치,여수,2011.09.10,250.0,800.0,2011,09,10
34427,(선)삼치,여수,2011.09.10,120.0,3580.0,2011,09,10
34428,(냉)삼치,부산(기장),2011.09.10,750.0,3333.33,2011,09,10
34429,(냉)삼치,부산(기장),2011.09.10,1000.0,2000.0,2011,09,10
34430,(냉)삼치,부산(기장),2011.09.10,2000.0,5600.0,2011,09,10
34431,(냉)삼치,부산(기장),2011.09.10,4454.0,3329.41,2011,09,10
34433,(선)삼치,남해,2011.09.11,60.0,1000.0,2011,09,11
34434,(선)삼치,삼천포,2011.09.11,255.0,666.67,2011,09,11
34435,(선)삼치,통영,2011.09.11,165.0,4666.67,2011,09,11
34436,(선)삼치,남해,2011.09.11,140.0,1000.0,2011,09,11
34438,(선)삼치,여수,2011.09.11,130.0,1500.0,2011,09,11
34439,(선)삼치,삼천포,2011.09.11,180.0,4666.67,2011,09,11
34441,(선)삼치,삼천포,2011.09.11,450.0,1466.67,2011,09,11
34442,(선)삼치,여수,2011.09.11,130.0,700.0,2011,09,11
34443,(선)삼치,남해,2011.09.11,20.0,1000.0,2011,09,11
34444,(선)삼치,부산(기장),2011.09.11,105.0,666.67,2011,09,11
34446,(선)삼치,삼천포,2011.09.15,120.0,2500.0,2011,09,15
34447,(선)삼치,포항,2011.09.15,90.0,5000.0,2011,09,15
34448,(선)삼치,포항,2011.09.15,258.5,5000.0,2011,09,15
34449,(선)삼치,여수,2011.09.15,418.2,5500.0,2011,09,15
34450,(선)삼치,여수,2011.09.15,40.0,4000.0,2011,09,15
34451,(선)삼치,포항,2011.09.15,102.6,5500.0,2011,09,15
34452,(선)삼치,여수,2011.09.15,90.0,5280.0,2011,09,15
34454,(선)삼치,여수,2011.09.15,70.0,2930.0,2011,09,15
34455,(선)삼치,강구,2011.09.15,585.0,333.33,2011,09,15
34456,(선)삼치,여수,2011.09.15,90.0,800.0,2011,09,15
34459,(선)삼치,여수,2011.09.15,40.0,1200.0,2011,09,15
34460,(선)삼치,여수,2011.09.15,170.0,2740.0,2011,09,15
34461,(선)삼치,통영,2011.09.15,240.0,5500.0,2011,09,15
34462,(선)삼치,여수,2011.09.15,10.0,2500.0,2011,09,15
34463,(선)삼치,여수,2011.09.15,290.0,4500.0,2011,09,15
34464,(선)삼치,통영,2011.09.15,590.0,1200.0,2011,09,15
34465,(선)삼치,여수,2011.09.15,540.0,4930.0,2011,09,15
34466,(선)삼치,포항,2011.09.15,610.0,500.0,2011,09,15
34471,(선)삼치,통영,2011.09.15,390.0,4300.0,2011,09,15
34472,(선)삼치,강구,2011.09.15,25.0,5900.0,2011,09,15
34473,(선)삼치,여수,2011.09.15,290.0,4630.0,2011,09,15
34474,(선)삼치,통영,2011.09.15,160.0,1460.0,2011,09,15
34475,(선)삼치,삼천포,2011.09.16,140.0,3860.0,2011,09,16
34477,(선)삼치,삼천포,2011.09.16,70.0,1500.0,2011,09,16
34478,(선)삼치,여수,2011.09.16,220.0,4000.0,2011,09,16
34480,(선)삼치,여수,2011.09.16,250.0,2680.0,2011,09,16
34482,(선)삼치,여수,2011.09.16,830.0,1920.0,2011,09,16
34483,(선)삼치,여수,2011.09.16,80.0,1500.0,2011,09,16
34485,(선)삼치,여수,2011.09.16,120.0,5000.0,2011,09,16
34492,(선)삼치,삼천포,2011.09.16,10.0,5000.0,2011,09,16
34493,(선)삼치,포항,2011.09.16,32.0,5500.0,2011,09,16
34495,(선)삼치,통영,2011.09.16,110.0,700.0,2011,09,16
34498,(냉)삼치,부산(기장),2011.09.16,1500.0,5420.0,2011,09,16
34501,(선)삼치,삼천포,2011.09.17,40.0,3250.0,2011,09,17
34502,(선)삼치,삼천포,2011.09.17,40.0,1500.0,2011,09,17
34506,(선)삼치,통영,2011.09.17,10.0,3000.0,2011,09,17
34508,(선)삼치,여수,2011.09.17,190.0,3290.0,2011,09,17
34509,(선)삼치,여수,2011.09.17,300.0,2330.0,2011,09,17
34510,(선)삼치,삼천포,2011.09.17,10.0,3000.0,2011,09,17
34511,(선)삼치,통영,2011.09.17,120.0,5500.0,2011,09,17
34520,(선)삼치,통영,2011.09.17,260.0,800.0,2011,09,17
34521,(선)삼치,여수,2011.09.17,17.5,4114.29,2011,09,17
34523,(냉)삼치,부산(기장),2011.09.17,500.0,5000.0,2011,09,17
34524,(냉)삼치,부산(기장),2011.09.17,500.0,5000.0,2011,09,17
34527,(선)삼치,여수,2011.09.19,10.0,2500.0,2011,09,19
34528,(선)삼치,여수,2011.09.19,20.0,4500.0,2011,09,19
34529,(선)삼치,통영,2011.09.19,60.0,1000.0,2011,09,19
34531,(선)삼치,통영,2011.09.19,345.0,4306.67,2011,09,19
34532,(선)삼치,여수,2011.09.19,60.0,4500.0,2011,09,19
34533,(선)삼치,삼천포,2011.09.19,10.0,5000.0,2011,09,19
34535,(선)삼치,여수,2011.09.19,210.0,1170.0,2011,09,19
34536,(선)삼치,여수,2011.09.19,380.0,4260.0,2011,09,19
34537,(선)삼치,여수,2011.09.19,60.0,5000.0,2011,09,19
34538,(선)삼치,여수,2011.09.19,90.0,3000.0,2011,09,19
34539,(선)삼치,여수,2011.09.19,200.0,700.0,2011,09,19
34541,(선)삼치,여수,2011.09.19,210.0,3520.0,2011,09,19
34542,(선)삼치,삼천포,2011.09.19,60.0,1500.0,2011,09,19
34543,(선)삼치,포항,2011.09.19,400.0,800.0,2011,09,19
34546,(선)삼치,삼천포,2011.09.19,20.0,1500.0,2011,09,19
